class,object,posX,posY,posZ,rotX,rotY,rotZ,scale
createObject,fence,6150.8640000000005,2612.136,42.672,354.0,0.77,0.0,0.0
createObject,fence,5596.128,2587.752,51.816,192.0,0.68,0.0,0.0
createObject,fence,5062.728,2343.912,60.96,222.0,0.75,0.0,0.0
createObject,fence,4779.264,1840.992,60.96,261.0,0.72,0.0,0.0
createObject,rock_1,6714.744,2471.928,21.336,143.0,3.369,0.0,0.0
createObject,rock_1,4748.784,1423.416,143.256,252.0,1.654,0.0,0.0
createObject,waterfallsound,6605.0160000000005,1597.152,-85.344,55.0,0.799,17.0,0.0
createObject,waterfallsteam,6382.512,2048.256,0.0,208.0,0.59,0.0,0.0
createObject,waterfallsteam,6434.328,1722.1200000000001,0.0,43.0,0.73,0.0,0.0
createObject,rockambientswampsound,5279.136,2548.128,30.48,142.0,0.846,0.0,0.0
createObject,mossrock_dark,7309.104,1417.32,1042.416,95.0,5.19,316.0,0.0
createObject,mossrock_dark,7092.696,917.448,1185.672,204.0,4.842,68.0,0.0
createObject,mossrock_dark,6995.16,1335.0240000000001,445.008,82.0,5.526,328.0,0.0
createObject,pinetree,8842.248,2590.8,1316.736,357.0,0.664,0.0,0.0
createObject,pinetree,10052.304,975.36,1837.944,269.0,1.166,0.0,0.0
createObject,pinetree,633.984,2807.208,984.504,1.0,0.87,0.0,0.0
createObject,pinetree,4340.352,1517.904,-39.624,266.0,1.044,0.0,0.0
createObject,oak_tree_anim,6102.0960000000005,2721.864,-33.528,220.0,1.475,0.0,0.0
createObject,oak_tree_anim,5181.6,2124.456,9.144,237.0,1.856,0.0,0.0
createObject,oak_tree_anim,4919.472,2700.5280000000002,-6.096,152.0,0.836,0.0,0.0
createObject,bush,5108.448,1816.608,3.048,45.0,1.543,0.0,0.0
createObject,bush,5257.8,2581.656,21.336,23.0,1.147,0.0,0.0
createObject,pinetree,8159.496,5843.0160000000005,155.448,85.0,1.166,0.0,0.0
createObject,pinetree,10162.032,6516.624,-128.016,137.0,0.839,0.0,0.0
createObject,pinetree,10442.448,4288.536,-42.672,305.0,0.818,0.0,0.0
createObject,pinetree,8272.272,4020.312,42.672,337.0,1.166,0.0,0.0
createReference,npc_monkit,1609.344,5230.368,33.528,327.0,1.084,0.0,0.0
createReference,npc_monkit,1938.528,5629.656,48.768,165.0,1.0,0.0,0.0
createReference,npc_monkit,1697.736,5471.16,33.528,207.0,1.0,0.0,0.0
createReference,npc_monkit,2218.944,5590.032,64.008,160.0,1.0,0.0,0.0
createReference,npc_monkit,1962.912,5330.952,36.576,73.0,1.0,0.0,0.0
createReference,npc_monkit,1350.2640000000001,4760.976,36.576,184.0,1.0,0.0,0.0
createReference,npc_mudent,2874.264,5462.016,85.344,199.0,1.0,0.0,0.0
createReference,npc_mudent,2727.96,5565.648,82.296,103.0,1.0,0.0,0.0
createObject,hut1,1075.944,5379.72,0.0,260.0,1.78,0.0,0.0
createObject,hut3,1853.184,6096.0,24.384,175.0,1.27,0.0,0.0
createReference,npc_chiprel,6324.6,2813.304,39.624,331.0,1.254,0.0,0.0
createReference,npc_chiprel,5919.216,2913.888,12.192,293.0,1.0,0.0,0.0
createReference,npc_chiprel,4608.576,2231.136,21.336,65.0,1.0,0.0,0.0
createReference,npc_chiprel,4593.336,2563.368,15.24,279.0,1.0,0.0,0.0
createReference,npc_chiprel,4956.048,2520.696,36.576,175.0,1.0,0.0,0.0
createReference,npc_oschore,4776.216,6102.0960000000005,42.672,106.0,1.0,0.0,0.0
createReference,npc_oschore,4538.472,5900.928,64.008,89.0,1.0,0.0,0.0
createReference,npc_oschore,4547.616,5538.216,112.776,281.0,1.0,0.0,0.0
createObject,rockambientoschoresound,4876.8,5501.64,140.208,219.0,0.786,0.0,0.0
createObject,rock_1,3127.248,6553.2,176.784,344.0,2.251,0.0,0.0
createObject,mossrock_dark,4690.872,7391.400000000001,-79.248,58.0,7.272,0.0,0.0
createObject,rock_1,4541.52,6172.2,24.384,21.0,0.349,0.0,0.0
createObject,rockambientmonkitsound,1737.3600000000001,4953.0,33.528,33.0,1.122,0.0,0.0
createObject,rockambientbirdsound,2270.76,5803.392,134.112,233.0,0.84,0.0,0.0
createObject,rock_1,1197.864,4678.68,39.624,321.0,0.414,0.0,0.0
createObject,redwood_tree,4108.704,6379.464,-9.144,359.0,1.5,0.0,0.0
createReference,npc_oschore,4809.744,5788.152,100.584,223.0,0.955,0.0,0.0
createReference,npc_oschore,4791.456,5312.664,118.872,72.0,1.0,0.0,0.0
createObject,pinetree,7022.592000000001,4602.4800000000005,21.336,88.0,1.631,0.0,0.0
createObject,birch_tree,4818.888,6556.2480000000005,36.576,293.0,0.897,0.0,0.0
createObject,oak_tree_anim,5483.352,5998.464,469.392,287.0,1.201,0.0,0.0
createObject,oak_tree_anim,4337.304,5590.032,118.872,279.0,1.0,0.0,0.0
createObject,oak_tree_anim,4102.608,7464.552,6.096,52.0,1.664,0.0,0.0
createObject,mossrock_dark,3075.4320000000002,9336.024,216.40800000000002,118.0,9.354,340.0,0.0
createObject,pinetree,3965.448,9500.616,1011.936,313.0,0.742,0.0,0.0
createObject,pinetree,2868.168,9771.888,509.016,132.0,1.302,0.0,0.0
createObject,pinetree,4706.112,11006.328,1783.08,95.0,1.276,0.0,0.0
createObject,stairs,9680.448,15663.672,-307.848,270.0,1.694,0.0,0.0
createObject,stairs,7894.32,16764.0,316.992,16.0,1.419,0.0,0.0
createObject,mossrock_dark,8467.344000000001,16315.944,-158.496,320.0,10.431,0.0,0.0
createObject,hawaiintree,9890.76,16956.024,292.608,282.0,0.87,0.0,0.0
createObject,pinetree,8089.392,17379.696,374.904,47.0,1.231,0.0,0.0
createObject,pinetree,10387.584,14523.72,60.96,1.0,0.77,0.0,0.0
createObject,waterfallsplitstream,7168.896,12435.84,1136.904,283.0,1.32,340.0,0.0
createObject,waterfallsound,7897.368,12835.128,-57.912,288.0,0.75,15.0,0.0
createObject,mossrock,7022.592000000001,12499.848,1365.504,11.0,3.818,342.0,13.0
createObject,mossrock,7074.408,12624.816,1203.96,112.0,3.663,94.0,0.0
createObject,mossrock_dark,6754.368,12902.184,1722.1200000000001,54.0,5.264,36.0,0.0
createObject,mossrock_dark,7043.928,12262.104,1694.688,340.0,4.546,301.0,0.0
createObject,mossrock_dark,7501.128,12917.424,-201.168,330.0,8.803,349.0,0.0
createObject,waterfallrapids,7903.464,12865.608,-6.096,302.0,1.74,0.0,0.0
createObject,waterfallsteam,7787.64,12515.088,-67.056,249.0,1.0,0.0,0.0
createObject,waterfallsteam,7943.088,12871.704,-60.96,273.0,1.0,0.0,0.0
createObject,riverleftarc,8677.656,14999.208,-51.816,346.0,1.47,0.0,0.0
createObject,waterfallrapids,8464.296,13722.096,-3.048,340.0,1.26,0.0,0.0
createObject,waterfallrapids,8805.672,15883.128,-9.144,352.0,0.936,0.0,0.0
createObject,fence,8497.824,12088.368,-12.192,41.0,1.0,0.0,0.0
createObject,fence,8964.168,12731.496000000001,3.048,66.0,1.0,0.0,0.0
createObject,fence,9107.424,14337.792,0.0,277.0,1.0,0.0,0.0
createObject,fence,9144.0,13496.544,0.0,87.0,1.0,0.0,0.0
createObject,fence,9086.088,15160.752,0.0,267.0,1.02,0.0,0.0
createObject,rock_1,8092.4400000000005,11817.096,128.016,38.0,2.69,0.0,0.0
createObject,rock_1,8068.0560000000005,14578.584,3.048,53.0,3.057,0.0,0.0
createObject,mossrock,9305.544,16044.672,-70.104,131.0,2.489,0.0,0.0
createObject,mossrock,9061.704,16175.736,-24.384,177.0,1.185,0.0,0.0
createObject,mossrock,8750.808,16288.512,-15.24,244.0,3.709,0.0,0.0
createObject,mossrock,9156.192000000001,16273.272,-12.192,304.0,1.957,0.0,0.0
createObject,waterfallsteam,8610.6,15593.568000000001,-82.296,32.0,0.55,0.0,0.0
createObject,waterfallsteam,9012.936,16047.72,-82.296,67.0,0.57,0.0,0.0
createObject,waterfallsteam,8671.56,15782.544,-118.872,214.0,0.56,0.0,0.0
createObject,waterfallsteam,8607.552,14014.704,-73.152,52.0,1.04,0.0,0.0
createObject,mossrock_dark,8988.552,13978.128,-70.104,109.0,4.802,0.0,0.0
createObject,pinetree,8275.32,11542.776,-155.448,327.0,1.046,0.0,0.0
createObject,pinetree,6848.856,13109.448,1908.048,355.0,0.441,0.0,0.0
createObject,pinetree,7431.024,14609.064,1615.44,137.0,0.821,0.0,0.0
createObject,pinetree,9336.024,15648.432,-91.44,205.0,0.792,0.0,0.0
createObject,birch_tree,9281.16,16559.784,329.184,17.0,0.647,0.0,0.0
createObject,bush,9250.68,16541.496,304.8,332.0,1.759,0.0,0.0
createObject,redwood_tree,9467.088,13402.056,-15.24,44.0,1.575,0.0,0.0
createObject,hawaiintreebrownleaves,8708.136,12006.072,-33.528,75.0,0.902,0.0,0.0
createObject,redwood_tree,6605.0160000000005,16687.8,905.256,338.0,1.693,0.0,0.0
createObject,redwood_tree,1295.4,15941.04,844.296,273.0,1.86,0.0,0.0
createObject,birch_tree,1118.616,14557.248,2060.448,175.0,0.895,0.0,0.0
createObject,pinetree,2816.352,15255.24,783.336,106.0,1.22,0.0,0.0
createObject,pinetree,4873.752,14977.872,883.92,89.0,1.05,0.0,0.0
createObject,pinetree,4879.848,16977.36,890.016,281.0,0.894,0.0,0.0
createObject,pinetree,1581.912,18047.208,2072.64,219.0,0.946,0.0,0.0
createObject,pinetree,853.44,13972.032000000001,2517.648,256.0,1.146,0.0,0.0
createObject,pinetree,384.048,14801.088,2572.512,358.0,0.379,0.0,0.0
createObject,pinetree,618.744,17425.416,2209.8,92.0,0.681,0.0,0.0
createObject,pinetree,5986.272,13520.928,743.712,297.0,0.855,0.0,0.0
createObject,redwood_tree,4751.832,13658.088,856.488,62.0,1.707,0.0,0.0
createObject,birch_tree,5385.816,13575.792,697.992,250.0,0.743,0.0,0.0
createObject,birch_tree,4888.992,13450.824,804.672,327.0,0.54,0.0,0.0
createObject,pinetree,5401.0560000000005,14130.528,679.7040000000001,223.0,0.617,0.0,0.0
createObject,pinetree,6050.28,14383.512,822.96,72.0,0.71,0.0,0.0
createObject,pinetree,5327.904,12899.136,795.528,68.0,0.696,0.0,0.0
createObject,pinetree,4367.784,12877.8,880.872,205.0,0.751,0.0,0.0
createObject,pinetree,4468.368,12073.128,771.144,295.0,0.583,0.0,0.0
createObject,redwood_tree,5379.72,12127.992,816.864,139.0,1.778,0.0,0.0
createObject,pinetree,7434.072,11155.68,902.208,108.0,0.604,0.0,0.0
createObject,mossrock_dark,7632.192,10210.8,649.224,95.0,4.804,0.0,0.0
createObject,mossrock_dark,7955.28,10555.224,51.816,14.0,8.397,0.0,0.0
createObject,rockambientbirdsound,5879.592,14788.896,868.6800000000001,145.0,1.662,0.0,0.0
createObject,rockambientbirdsound,4861.56,13194.792,829.056,155.0,0.677,0.0,0.0
createObject,rockambientbirdsound,3995.928,11914.632,844.296,180.0,1.136,0.0,0.0
createObject,wind,9223.248,17172.432,963.168,219.0,1.0,0.0,0.0
createObject,wind,6720.84,16264.128,1609.344,223.0,1.0,0.0,0.0
createObject,wind,3913.632,16413.48,1563.624,323.0,1.0,0.0,0.0
createObject,wind,5196.84,13277.088,1295.4,147.0,1.0,0.0,0.0
createObject,wind,3517.392,9912.096,1505.712,238.0,1.0,0.0,0.0
createObject,insect_2,3694.176,10158.984,1618.488,33.0,1.0,0.0,0.0
createObject,insect_2,5654.04,12356.592,1283.208,22.0,1.0,0.0,0.0
createObject,insect_6,8604.504,15861.792,411.48,342.0,1.0,0.0,0.0
createObject,insect_3,9128.76,16498.824,929.64,151.0,1.0,0.0,0.0
createObject,birds_1,8174.736,10991.088,1139.952,169.0,1.0,0.0,0.0
createObject,birds_1,10131.552,15621.0,1078.992,70.0,1.0,0.0,0.0
createObject,birds_1,6833.616,16334.232,1493.52,156.0,1.0,0.0,0.0
createObject,birds_1,1996.44,15892.272,1560.576,51.0,1.0,0.0,0.0
createObject,waterfallsound,12286.488,17553.432,-124.968,252.0,0.94,18.0,0.0
createObject,waterfallrapids,12573.0,17410.176,-15.24,246.0,1.13,0.0,0.0
createObject,waterfallrapids,12548.616,16773.144,-15.24,207.0,1.08,0.0,0.0
createObject,waterfallrapids,13286.232,17248.632,-21.336,262.0,1.0,0.0,0.0
createObject,mossrock_dark,12195.048,16230.6,-24.384,289.0,3.123,0.0,0.0
createObject,mossrock_dark,11618.976,18202.656,1341.1200000000001,10.0,5.129,4.0,0.0
createObject,mossrock_dark,11365.992,17818.608,1359.4080000000001,79.0,4.766,0.0,0.0
createObject,rock_1,13795.248,17638.776,-6.096,321.0,1.49,0.0,0.0
createObject,rock_1,13161.264000000001,17608.296,-15.24,339.0,0.96,0.0,0.0
createObject,mossrock,12143.232,17559.528,-124.968,238.0,3.415,0.0,0.0
createObject,mossrock,12289.536,17251.68,-158.496,327.0,2.663,0.0,0.0
createObject,fence,12405.36,16160.496000000001,18.288,353.0,0.72,0.0,0.0
createObject,fence,12966.192000000001,16248.888,54.864000000000004,25.0,0.72,0.0,0.0
createObject,fence,13450.824,16538.448,-3.048,39.0,0.69,0.0,0.0
createObject,fence,13868.4,17410.176,-9.144,294.0,0.62,0.0,0.0
createObject,fence,13804.392,16922.496,-9.144,56.0,0.66,0.0,0.0
createObject,pinetree,12103.608,15858.744,36.576,336.0,1.07,0.0,0.0
createObject,pinetree,11301.984,17202.912,1578.864,301.0,0.817,0.0,0.0
createObject,pinetree,11914.632,18379.44,1475.232,289.0,0.498,0.0,0.0
createObject,pinetree,14904.72,17684.496,0.0,5.0,0.873,0.0,0.0
createObject,redwood_tree,14179.296,17401.032,-24.384,228.0,1.418,0.0,0.0
createObject,oak_tree_anim,13295.376,15544.800000000001,103.632,268.0,1.115,0.0,0.0
createObject,oak_tree_anim,12944.856,15136.368,91.44,174.0,0.782,0.0,0.0
createObject,birch_tree,12655.296,15273.528,115.824,193.0,0.613,0.0,0.0
createObject,birch_tree,12752.832,15499.08,103.632,63.0,0.497,0.0,0.0
createObject,birch_tree,11170.92,18041.112,1975.104,58.0,0.54,0.0,0.0
createObject,birch_tree,12637.008,18416.016,1237.488,0.0,0.684,0.0,0.0
createObject,pinetree,13764.768,15456.408,12.192,280.0,0.482,0.0,0.0
createObject,pinetree,13322.808,16770.096,-73.152,251.0,0.866,0.0,0.0
createReference,npc_chiprel,14182.344000000001,17044.416,0.0,178.0,1.068,0.0,0.0
createReference,npc_chiprel,14026.896,16959.072,0.0,110.0,1.0,0.0,0.0
createReference,npc_monkit,12993.624,15413.736,134.112,163.0,1.0,0.0,0.0
createReference,npc_monkit,13264.896,15346.68,112.776,217.0,1.0,0.0,0.0
createReference,npc_monkit,13173.456,15992.856,79.248,148.0,1.0,0.0,0.0
createReference,npc_monkit,13283.184,15819.12,76.2,323.0,1.0,0.0,0.0
createReference,npc_monkit,13158.216,15621.0,121.92,205.0,1.0,0.0,0.0
createReference,npc_monkit,13405.104,16236.696,60.96,25.0,1.0,0.0,0.0
createReference,npc_mudent,12475.464,15834.36,36.576,219.0,1.0,0.0,0.0
createReference,npc_mudent,12551.664,15931.896,30.48,312.0,1.0,0.0,0.0
createObject,hawaiintree,13075.92,16434.816,6.096,23.0,0.544,0.0,0.0
createReference,npc_oschore,14014.704,12957.048,-3.048,213.0,1.166,0.0,0.0
createReference,npc_oschore,14340.84,12765.024,0.0,208.0,1.0,0.0,0.0
createReference,npc_oschore,14307.312,13213.08,0.0,57.0,1.0,0.0,0.0
createReference,npc_oschore,13889.736,13514.832,0.0,302.0,1.0,0.0,0.0
createReference,npc_oschore,14514.576000000001,12499.848,-3.048,308.0,1.0,0.0,0.0
createReference,npc_chiprel,17053.56,14118.336,12.192,38.0,1.0,0.0,0.0
createReference,npc_chiprel,17145.0,13880.592,39.624,123.0,1.0,0.0,0.0
createObject,pinetree,18257.52,18166.08,2081.784,113.0,0.546,0.0,0.0
createObject,pinetree,16919.448,18373.344,1499.616,187.0,0.742,353.0,9.0
createObject,pinetree,17760.696,14974.824,137.16,339.0,0.771,0.0,0.0
createObject,pinetree,18678.144,15925.800000000001,1673.352,181.0,0.727,0.0,0.0
createObject,pinetree,15496.032000000001,12344.4,12.192,118.0,0.802,0.0,0.0
createObject,pinetree,13719.048,10274.808,1475.232,7.0,0.759,0.0,0.0
createObject,pinetree,13075.92,12045.696,1106.424,346.0,0.724,0.0,0.0
createObject,pinetree,15416.784,9686.544,48.768,57.0,0.94,0.0,0.0
createObject,pinetree,18223.992000000002,13231.368,1703.832,119.0,0.544,0.0,0.0
createObject,pinetree,17678.4,12003.024,1956.816,232.0,0.311,0.0,0.0
createObject,pinetree,17367.504,13530.072,48.768,279.0,0.793,0.0,0.0
createObject,pinetree,16014.192000000001,13286.232,-48.768,72.0,0.789,0.0,0.0
createObject,redwood_tree,16715.232,13258.800000000001,-6.096,136.0,1.661,0.0,0.0
createObject,redwood_tree,12326.112000000001,14261.592,0.0,303.0,1.42,0.0,0.0
createObject,redwood_tree,14496.288,11634.216,-9.144,74.0,1.473,0.0,0.0
createObject,birch_tree,14136.624,12612.624,0.0,17.0,0.719,0.0,0.0
createObject,birch_tree,14843.76,11539.728000000001,0.0,212.0,0.847,0.0,0.0
createObject,birch_tree,12454.128,12563.856,1368.552,211.0,0.814,0.0,0.0
createObject,pinetree,12889.992,13453.872,100.584,35.0,0.896,0.0,0.0
createObject,pinetree,11871.960000000001,13633.704,237.744,106.0,0.704,0.0,0.0
createObject,pinetree,12463.272,14590.776,0.0,335.0,0.602,0.0,0.0
createObject,rock_1,13447.776,12740.64,109.72800000000001,349.0,2.305,0.0,0.0
createObject,rockambientoschoresound,14401.800000000001,12993.624,3.048,68.0,0.651,0.0,0.0
createObject,rockambientmonkitsound,13027.152,15809.976,103.632,295.0,0.518,0.0,0.0
createObject,stairs,10213.848,3191.256,-164.592,97.0,1.374,0.0,0.0
createObject,stairs,12118.848,1984.248,280.416,176.0,1.595,0.0,0.0
createObject,waterfallsound,11664.696,5535.168,646.176,130.0,0.594,11.0,0.0
createReference,npc_chiprel,16870.68,13703.808,21.336,112.0,1.0,0.0,0.0
createReference,npc_mudent,16511.016,13514.832,9.144,27.0,1.0,0.0,0.0
createReference,npc_mudent,15822.168,12862.56,15.24,35.0,1.0,0.0,0.0
createObject,waterfallsplitstream,11222.736,5623.56,-137.16,134.0,1.51,344.0,354.0
createObject,mossrock_dark,11618.976,5529.072,-121.92,8.0,7.034,343.0,15.0
createObject,mossrock,11716.512,5580.888,701.04,124.0,2.331,0.0,0.0
createObject,mossrock,11408.664,5693.664,-167.64000000000001,80.0,3.728,0.0,0.0
createObject,mossrock,11606.784,5087.112,-70.104,72.0,2.939,0.0,0.0
createObject,waterfallrapids,11244.072,5282.184,9.144,139.0,1.47,0.0,0.0
createObject,waterfallrapids,11210.544,3380.232,0.0,140.0,0.96,0.0,0.0
createObject,riverrightarc,11146.536,3995.928,-24.384,186.0,1.35,0.0,0.0
createObject,mossrock,11094.72,6294.12,-76.2,208.0,3.529,0.0,0.0
createObject,fence,10735.056,6004.56,-6.096,224.0,0.72,0.0,0.0
createObject,fence,10442.448,5483.352,15.24,78.0,0.75,0.0,0.0
createObject,fence,10436.352,4885.944,15.24,284.0,0.8,0.0,0.0
createObject,fence,10603.992,4224.528,12.192,103.0,0.82,0.0,0.0
createObject,fence,10689.336,3642.36,21.336,271.0,0.74,0.0,0.0
createObject,mossrock,11932.92,5894.832,1594.104,27.0,2.74,16.0,0.0
createObject,mossrock,12036.552,5605.272,1530.096,157.0,2.964,0.0,0.0
createObject,mossrock,11984.736,5675.376,1856.232,90.0,1.102,0.0,0.0
createObject,hawaiintree,10262.616,1996.44,329.184,91.0,0.78,0.0,0.0
createObject,birch_tree,10966.704,2606.04,390.144,141.0,0.824,0.0,0.0
createObject,birch_tree,10649.712,2548.128,362.712,83.0,0.629,0.0,0.0
createObject,pinetree,12460.224,1572.768,798.576,213.0,0.71,0.0,0.0
createObject,pinetree,11433.048,2779.776,-48.768,256.0,0.761,0.0,0.0
createObject,pinetree,8976.36,4565.904,73.152,114.0,0.751,0.0,0.0
createObject,redwood_tree,9933.432,5218.176,-9.144,116.0,1.414,0.0,0.0
createObject,hawaiintree,10384.536,6132.576,-57.912,269.0,0.832,0.0,0.0
createObject,bush,10351.008,1996.44,316.992,318.0,1.718,0.0,0.0
createObject,bush,10783.824,2560.32,310.896,166.0,2.185,0.0,0.0
createObject,pinetree,16593.312,3782.568,2185.416,158.0,0.69,0.0,0.0
createObject,pinetree,16318.992,2673.096,826.008,293.0,0.817,0.0,0.0
createObject,pinetree,14343.888,1548.384,826.008,287.0,0.923,0.0,0.0
createObject,pinetree,14682.216,3252.216,893.064,279.0,0.815,0.0,0.0
createObject,pinetree,13572.744,3877.056,819.912,52.0,0.761,0.0,0.0
createObject,pinetree,14432.28,4599.432,707.136,110.0,1.057,0.0,0.0
createObject,pinetree,17775.936,4099.56,2996.184,313.0,0.445,0.0,0.0
createObject,pinetree,17919.192,6117.336,2090.928,132.0,0.732,0.0,0.0
createObject,pinetree,14276.832,8382.0,2167.128,95.0,0.786,0.0,0.0
createObject,pinetree,16672.56,6278.88,935.736,51.0,0.874,0.0,0.0
createObject,pinetree,14670.024,5385.816,752.856,244.0,0.734,0.0,0.0
createObject,redwood_tree,16922.496,1383.792,810.768,195.0,1.496,0.0,0.0
createObject,pinetree,18281.904,1853.184,2130.552,176.0,0.551,0.0,0.0
createObject,birch_tree,14615.16,3986.784,725.424,48.0,0.786,0.0,0.0
createObject,birch_tree,13816.584,4495.8,758.952,150.0,0.621,0.0,0.0
createObject,redwood_tree,14084.808,5775.96,835.152,308.0,2.007,0.0,0.0
createObject,redwood_tree,15188.184000000001,4815.84,801.624,152.0,1.615,0.0,0.0
createObject,rock_1,14383.512,4078.224,691.896,167.0,0.626,0.0,0.0
createObject,mossrock_dark,15837.408,8583.168,646.176,80.0,5.722,0.0,0.0
createObject,mossrock_dark,16035.528,8884.92,12.192,352.0,8.264,349.0,0.0
createObject,pinetree,16803.624,10326.624,9.144,117.0,0.975,0.0,0.0
createObject,pinetree,17053.56,8644.128,-48.768,177.0,0.828,0.0,0.0
createObject,pinetree,16230.6,8019.2880000000005,533.4,356.0,0.67,0.0,0.0
createObject,rockambientbirdsound,14154.912,5373.624,868.6800000000001,1.0,0.6,0.0,0.0
createObject,birds_1,14554.2,4910.328,1158.24,88.0,1.498,0.0,0.0
createObject,birds_2,14124.432,2621.28,1667.256,294.0,1.0,0.0,0.0
createObject,fence,7434.072,10759.44,850.392,117.0,1.4,0.0,0.0
createObject,fence,11280.648000000001,7812.024,862.5840000000001,282.0,1.3,0.0,0.0
createObject,mossrock_dark,10725.912,8305.8,-24.384,125.0,8.825,347.0,0.0
createObject,mossrock_dark,11158.728000000001,8360.664,548.64,268.0,5.806,0.0,0.0
createReference,redstone_mine,9360.408,8848.344000000001,24.384,143.0,0.794,0.0,0.0
createObject,pinetree,7967.472,8369.808,51.816,313.0,0.844,0.0,0.0
createObject,pinetree,7187.184,9753.6,783.336,132.0,0.662,0.0,0.0
createObject,pinetree,10991.088,10323.576000000001,-51.816,95.0,1.256,0.0,0.0
createObject,pinetree,11609.832,9052.56,576.072,51.0,0.684,0.0,0.0
createObject,redwood_tree,8433.816,9939.528,-27.432000000000002,46.0,1.612,0.0,0.0
createObject,redwood_tree,10424.16,7930.896,-30.48,153.0,1.63,0.0,0.0
createObject,pinetree,9034.272,6885.432,-128.016,158.0,0.8,0.0,0.0
createObject,pinetree,9692.64,11740.896,-15.24,293.0,0.897,0.0,0.0
createObject,pinetree,10649.712,12627.864,216.40800000000002,287.0,0.713,0.0,0.0
createObject,oak_tree_anim,16901.16,13508.736,42.672,279.0,1.155,0.0,0.0
createObject,oak_tree_anim,14331.696,12243.816,0.0,52.0,0.664,0.0,0.0
createObject,oak_tree_anim,13274.04,11481.816,1255.776,143.0,1.064,0.0,0.0
createObject,oak_tree_anim,13405.104,13146.024,3.048,313.0,1.586,0.0,0.0
createReference,navfloodfillpoint,9253.728000000001,16770.096,304.8,158.0,1.001,0.0,0.0
createReference,navfloodfillpoint,9083.04,17288.256,304.8,293.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9460.992,17269.968,304.8,287.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9692.64,16776.192,304.8,279.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9314.688,17038.32,304.8,52.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9195.816,17647.920000000002,347.472,143.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7071.36,16383.0,899.16,313.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7354.8240000000005,16547.592,850.392,132.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7982.712,16776.192,780.288,95.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9649.968,14782.800000000001,36.576,51.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9607.296,14505.432,30.48,244.0,1.0,0.0,0.0
