class,object,posX,posY,posZ,rotX,rotY,rotZ,scale
createObject,oak_tree,16187.928,4398.264,6.096,42.0,0.918,0.0,0.0
createObject,oak_tree,15694.152,4770.12,-36.576,141.0,0.928,0.0,0.0
createObject,oak_tree,14349.984,6489.192,30.48,222.0,1.777,0.0,0.0
createObject,oak_tree,1999.488,12725.4,-51.816,72.0,1.314,0.0,0.0
createObject,oak_tree,2103.12,11061.192000000001,-134.112,277.0,1.657,0.0,0.0
createObject,oak_tree,16379.952000000001,7068.312,1264.92,0.0,0.913,0.0,0.0
createObject,pinetree,16760.952,4419.6,124.968,186.0,0.983,0.0,0.0
createObject,pinetree,16812.768,5169.408,-70.104,118.0,0.82,0.0,0.0
createObject,pinetree,10317.48,3886.2000000000003,88.392,166.0,0.667,0.0,0.0
createObject,oak_tree,1533.144,9067.8,2170.176,60.0,0.564,0.0,0.0
createObject,oak_tree,1987.296,9436.608,1630.68,83.0,0.623,0.0,0.0
createObject,birch_tree,6345.936,12185.904,18.288,83.0,0.328,0.0,0.0
createObject,birch_tree,4904.232,8250.936,137.16,18.0,0.385,0.0,0.0
createObject,birch_tree,1514.856,12761.976,-33.528,98.0,0.34,0.0,0.0
createObject,birch_tree,12685.776,6580.6320000000005,3.048,49.0,0.461,0.0,0.0
createObject,birch_tree,14023.848,7144.512,45.72,9.0,0.394,0.0,0.0
createObject,birch_tree,12740.64,5666.232,30.48,242.0,0.84,0.0,0.0
createObject,birch_tree,14340.84,6217.92,42.672,121.0,0.327,0.0,0.0
createObject,pinetree,2203.704,10189.464,134.112,244.0,1.089,0.0,0.0
createObject,pinetree,1594.104,13008.864,-21.336,354.0,0.725,0.0,0.0
createObject,birch_tree,5096.256,9430.512,94.488,305.0,1.08,0.0,0.0
createObject,birch_tree,4895.088,9476.232,30.48,230.0,1.07,0.0,0.0
createObject,birch_tree,4130.04,11707.368,-70.104,162.0,0.809,0.0,0.0
createObject,birch_tree,2673.096,10710.672,-9.144,290.0,0.828,0.0,0.0
createObject,birch_tree,12228.576000000001,6525.768,76.2,21.0,1.004,0.0,0.0
createObject,birch_tree,15499.08,4258.0560000000005,-3.048,252.0,0.818,0.0,0.0
createObject,redwood_tree,11055.096,4553.712,85.344,80.0,1.58,0.0,0.0
createObject,birch_tree,11783.568,4069.08,30.48,316.0,0.613,0.0,0.0
createObject,birch_tree,12231.624,4450.08,21.336,102.0,0.631,0.0,0.0
createObject,birch_tree,13886.688,7254.24,57.912,140.0,0.869,0.0,0.0
createObject,birch_tree,13892.784,6534.912,67.056,68.0,0.925,0.0,0.0
createObject,birch_tree,13609.32,1216.152,0.0,63.0,0.817,0.0,0.0
createObject,birch_tree,14008.608,993.648,179.832,120.0,0.833,0.0,0.0
createObject,birch_tree,6906.768,14359.128,0.0,190.0,0.867,0.0,0.0
createObject,birch_tree,11167.872,10591.8,350.52,232.0,0.831,0.0,0.0
createObject,birch_tree,8665.464,11213.592,-51.816,303.0,0.83,0.0,0.0
createReference,npc_chiprel,3648.456,11551.92,-76.2,223.0,1.0,0.0,0.0
createReference,npc_chiprel,3721.608,11219.688,-60.96,248.0,1.0,0.0,0.0
createReference,npc_chiprel,5105.4,9540.24,76.2,108.0,1.0,0.0,0.0
createReference,npc_chiprel,4678.68,9369.552,9.144,220.0,1.0,0.0,0.0
createReference,npc_chiprel,14106.144,6888.4800000000005,45.72,63.0,1.0,0.0,0.0
createReference,npc_chiprel,14084.808,6662.928,57.912,66.0,1.0,0.0,0.0
createReference,npc_chiprel,13996.416000000001,6949.4400000000005,48.768,21.0,1.0,0.0,0.0
createReference,npc_chiprel,12259.056,4282.4400000000005,9.144,291.0,1.0,0.0,0.0
createReference,npc_chiprel,12161.52,4090.416,9.144,266.0,1.0,0.0,0.0
createReference,npc_chiprel,12301.728000000001,4453.128,21.336,339.0,1.0,0.0,0.0
createReference,npc_chiprel,7659.624,14194.536,15.24,127.0,1.03,0.0,0.0
createReference,npc_chiprel,7461.504,14273.784,-6.096,200.0,1.0,0.0,0.0
createObject,pinetree,6653.784,5266.944,-42.672,118.0,0.615,0.0,0.0
createObject,pinetree,7007.352,6086.856,0.0,188.0,0.778,0.0,0.0
createObject,pinetree,7933.944,4489.704,121.92,224.0,0.83,0.0,0.0
createObject,pinetree,4757.928,7927.848,60.96,108.0,0.967,0.0,0.0
createObject,pinetree,3474.7200000000003,8092.4400000000005,-137.16,81.0,0.829,0.0,0.0
createObject,birch_tree,5361.432,5821.68,249.936,285.0,0.952,0.0,0.0
createObject,birch_tree,8196.072,5702.808,170.688,274.0,0.815,0.0,0.0
createObject,birch_tree,9217.152,4273.296,24.384,159.0,0.72,0.0,0.0
createObject,redwood_tree,6056.376,5596.128,82.296,280.0,1.488,0.0,0.0
createObject,redwood_tree,8683.752,5398.008,51.816,350.0,1.383,0.0,0.0
createObject,redwood_tree,7193.28,4910.328,0.0,14.0,1.812,0.0,0.0
createObject,pinetree,3700.272,9305.544,82.296,108.0,0.849,0.0,0.0
createObject,pinetree,9966.960000000001,11859.768,350.52,286.0,0.933,0.0,0.0
createObject,pinetree,7751.064,6007.608,188.976,132.0,0.496,0.0,0.0
createObject,birch_tree,7699.2480000000005,7074.408,259.08,69.0,0.797,0.0,0.0
createObject,pinetree,6848.856,15752.064,493.776,73.0,0.751,0.0,0.0
createReference,npc_chiprel,7309.104,7382.256,316.992,155.0,1.08,0.0,0.0
createReference,npc_chiprel,7479.792,5775.96,128.016,355.0,1.147,0.0,0.0
createReference,npc_chiprel,8141.2080000000005,4389.12,91.44,211.0,1.236,0.0,0.0
createReference,npc_chiprel,8080.2480000000005,4379.976,106.68,133.0,1.046,0.0,0.0
createObject,pinetree,12225.528,4916.424,-60.96,95.0,0.554,0.0,0.0
createReference,npc_oschore,12627.864,7168.896,3.048,275.0,1.0,0.0,0.0
createReference,npc_oschore,12865.608,6992.112,6.096,319.0,1.0,0.0,0.0
createReference,npc_oschore,12938.76,6105.144,6.096,91.0,1.0,0.0,0.0
createReference,npc_oschore,12920.472,6733.032,-18.288,336.0,1.0,0.0,0.0
createReference,npc_oschore,6623.304,13645.896,3.048,82.0,1.0,0.0,0.0
createReference,npc_oschore,7443.216,13801.344000000001,27.432000000000002,156.0,1.0,0.0,0.0
createReference,npc_oschore,7135.368,13213.08,48.768,45.0,1.0,0.0,0.0
createObject,waterfallsound,16520.16,6473.952,-295.656,123.0,0.616,0.0,0.0
createObject,waterfallsound,8729.472,624.84,-777.24,2.0,0.1,0.0,0.0
createObject,waterfallsound,2194.56,5346.192,-1121.664,207.0,0.669,0.0,0.0
createObject,rockambientbirdsound,10823.448,3675.888,103.632,264.0,0.343,0.0,0.0
createObject,rockambientbirdsound,3651.504,9320.784,195.072,62.0,0.715,0.0,0.0
createObject,rockambientmonkitsound,2825.496,10945.368,-24.384,149.0,0.65,0.0,0.0
createObject,rockambientoschoresound,12810.744,6275.832,9.144,188.0,0.801,0.0,0.0
createObject,rockambientoschoresound,7351.776,13965.936,-18.288,191.0,0.709,0.0,0.0
createObject,rockambientmonkitsound,14328.648000000001,6355.08,36.576,311.0,0.988,0.0,0.0
createObject,rockambientswampsound,7967.472,6409.944,234.696,226.0,0.399,0.0,0.0
createReference,command_center,14962.632,3029.712,0.0,52.0,0.98,0.0,0.0
createReference,command_center,2676.1440000000002,14706.6,-94.488,224.0,0.958,0.0,0.0
createObject,waterfallrapids,1344.1680000000001,11774.424,-76.2,283.0,1.38,0.0,0.0
createObject,waterfallrapids,1191.768,11704.32,-76.2,278.0,0.74,0.0,0.0
createObject,waterfallsound,588.264,11637.264000000001,-371.856,285.0,0.673,0.0,0.0
createObject,waterfallsteam,853.44,11472.672,-15.24,240.0,0.492,0.0,0.0
createObject,waterfallsteam,1072.896,11667.744,-73.152,309.0,0.5,0.0,0.0
createObject,waterfall,7882.128,16309.848,-966.216,218.0,0.99,0.0,0.0
createObject,waterfallrapids,7882.128,15471.648000000001,-329.184,181.0,1.06,0.0,0.0
createObject,waterfallrapids,7885.176,15980.664,-548.64,201.0,0.41,0.0,0.0
createObject,waterfallsplitstream,8019.2880000000005,15870.936,-356.616,227.0,1.0,0.0,0.0
createObject,mossrock,8028.432,16154.4,-82.296,201.0,2.585,0.0,0.0
createObject,mossrock,7845.552,15910.56,-411.48,323.0,3.13,0.0,0.0
createObject,mossrock,7824.216,16187.928,146.304,276.0,1.422,0.0,0.0
createObject,waterfallsteam,8189.976000000001,15852.648000000001,-438.91200000000003,172.0,0.39,0.0,0.0
createObject,mossrock,9982.2,11298.936,-24.384,182.0,2.607,0.0,0.0
createObject,mossrock,9622.536,11457.432,57.912,360.0,2.379,0.0,0.0
createObject,waterfallsplitstream,9598.152,11582.4,298.704,174.0,0.74,0.0,0.0
createObject,mossrock,9863.328,11433.048,249.936,230.0,1.736,0.0,0.0
createObject,mossrock,9619.488,11588.496000000001,292.608,216.0,2.346,0.0,0.0
createObject,waterfallsplitstream,963.168,11570.208,-454.152,296.0,0.79,0.0,0.0
createObject,mossrock,856.488,11637.264000000001,-365.76,332.0,2.062,0.0,0.0
createObject,mossrock,893.064,12042.648000000001,-252.984,55.0,2.462,0.0,0.0
createObject,mossrock,10058.4,11405.616,313.944,97.0,1.488,0.0,0.0
createObject,waterfallrapids,16126.968,6403.848,-121.92,73.0,0.83,0.0,0.0
createObject,waterfallsplitstream,16639.032,6757.416,804.672,159.0,0.58,0.0,0.0
createObject,mossrock,16843.248,6586.728,960.12,64.0,1.654,0.0,0.0
createObject,mossrock,16779.24,6784.848,1039.368,72.0,1.002,0.0,0.0
createObject,waterfallsteam,16379.952000000001,6458.712,-344.424,141.0,0.73,0.0,0.0
createObject,waterfallrapids,2377.44,4215.384,-15.24,204.0,0.86,0.0,0.0
createObject,waterfallrapids,2197.608,4882.896,-3.048,186.0,1.25,0.0,0.0
createObject,waterfallsteam,1816.608,5873.496,316.992,214.0,0.4,0.0,0.0
createObject,waterfallsteam,1981.2,5074.92,-91.44,202.0,0.7,0.0,0.0
createObject,waterfallrapids,10661.904,1466.088,-158.496,6.0,0.36,0.0,0.0
createObject,waterfallsplitstream,10771.632,1133.856,-420.624,20.0,0.99,0.0,0.0
createObject,mossrock,10573.512,975.36,-499.872,73.0,3.446,0.0,0.0
createObject,mossrock,10472.928,530.352,658.368,99.0,2.284,0.0,0.0
createObject,mossrock,10930.128,1039.368,-356.616,39.0,2.918,0.0,0.0
createObject,mossrock,10768.584,466.344,701.04,314.0,2.542,0.0,0.0
createObject,mossrock,10802.112000000001,466.344,829.056,231.0,2.321,0.0,0.0
createObject,mossrock,10335.768,530.352,777.24,114.0,2.168,0.0,0.0
createObject,waterfallsplitstream,10582.656,697.992,633.984,3.0,0.56,0.0,0.0
createObject,waterfallsteam,10829.544,1045.464,-109.72800000000001,16.0,0.33,0.0,0.0
createObject,waterfallsteam,10887.456,1152.144,-228.6,31.0,0.35,0.0,0.0
createObject,waterfallsteam,10549.128,1133.856,-240.792,337.0,0.28,0.0,0.0
createObject,waterfallsteam,10610.088,704.088,737.616,345.0,0.36,0.0,0.0
createObject,waterfallsteam,10332.72,1118.616,-326.136,299.0,0.72,0.0,0.0
createObject,riverrightarc,8979.408,15389.352,-362.712,247.0,1.0,0.0,0.0
createObject,riverleftarc,9357.36,15258.288,-359.664,233.0,1.2,0.0,0.0
createObject,riverleftarc,10140.696,15017.496000000001,-350.52,253.0,1.41,0.0,0.0
createObject,waterfallrapids,8086.344,15831.312,-323.088,183.0,0.51,0.0,0.0
createObject,waterfallrapids,15666.72,6608.064,-106.68,68.0,1.09,0.0,0.0
createObject,waterfallrapids,16312.896,6385.56,-115.824,112.0,0.19,0.0,0.0
createObject,riverleftarc,9829.8,1402.08,-192.024,76.0,0.7,0.0,0.0
createObject,riverrightarc,8086.344,1417.32,-216.40800000000002,77.0,1.64,0.0,0.0
createObject,riverleftarc,7178.04,1438.656,-201.168,80.0,1.06,0.0,0.0
createObject,riverleftarc,6169.152,1527.048,-201.168,86.0,1.09,0.0,0.0
createObject,waterfallrapids,8461.248,1170.432,-161.544,77.0,0.13,0.0,0.0
createObject,waterfallrapids,10338.816,1347.2160000000001,-164.592,43.0,0.56,0.0,0.0
createObject,waterfallrapids,7623.048,1316.736,-164.592,79.0,0.17,0.0,0.0
createObject,waterfallsteam,9662.16,11454.384,237.744,160.0,0.36,0.0,0.0
createObject,waterfallrapids,14267.688,13289.28,-97.536,38.0,1.72,0.0,0.0
createObject,waterfallrapids,14776.704,12783.312,-106.68,59.0,1.04,0.0,0.0
createObject,waterfallsteam,14764.512,12868.656,-103.632,55.0,1.0,0.0,0.0
createObject,waterfallsteam,15325.344000000001,12402.312,768.096,67.0,0.57,0.0,0.0
createObject,waterfallsteam,8061.96,15864.84,-381.0,179.0,0.47,0.0,0.0
createObject,waterfallsteam,7623.048,16657.32,1347.2160000000001,217.0,0.27,0.0,0.0
createObject,waterfallsound,7705.344,16547.592,801.624,205.0,0.32,0.0,0.0
createObject,waterfallsteam,7833.36,16105.632,170.688,181.0,0.51,0.0,0.0
createObject,waterfallrapids,2350.008,4620.768,-27.432000000000002,223.0,1.11,0.0,0.0
createObject,waterfallsound,1776.984,5980.176,3.048,228.0,0.45,0.0,0.0
createObject,waterfallrapids,8345.424,15791.688,-332.232,233.0,0.63,0.0,0.0
createObject,waterfallsound,10616.184,993.648,-478.536,350.0,0.6,0.0,0.0
createObject,waterfallsteam,16425.672,6394.704,-259.08,96.0,0.66,0.0,0.0
createObject,waterfallsteam,16672.56,6611.112,792.48,127.0,0.37,0.0,0.0
createObject,waterfallsteam,9573.768,11314.176,-9.144,162.0,0.28,0.0,0.0
createObject,pinetree,6537.96,12685.776,21.336,289.0,0.91,0.0,0.0
createObject,mossrock_flat,10853.928,11771.376,762.0,60.0,0.646,0.0,0.0
createObject,waterfallsound,15416.784,12323.064,920.496,65.0,0.37,0.0,0.0
createObject,waterfallsteam,16352.52,6467.856,-234.696,96.0,0.43,0.0,0.0
createObject,waterfallsteam,16672.56,6611.112,792.48,127.0,0.37,0.0,0.0
createObject,waterfallsplitstream,1853.184,5559.552,-82.296,217.0,1.0,0.0,0.0
createReference,redstone_mine,8348.472,7513.32,237.744,137.0,0.791,0.0,0.0
createReference,redstone_mine,9936.48,2837.688,79.248,90.0,0.852,0.0,0.0
createObject,stairs,3465.338256,6337.870991999999,2.639568,97.0,1.2,0.0,0.0
createObject,stairs,12103.608,10820.4,24.384,272.0,1.213,0.0,0.0
createObject,fence,10049.256,13417.296,740.664,357.0,1.172,0.0,0.0
createObject,fence,9171.432,13502.64,762.0,173.0,1.024,0.0,0.0
createObject,fence,11134.344000000001,13307.568,670.5600000000001,355.0,1.476,0.0,0.0
createObject,fence,3514.344,4517.136,417.576,282.0,1.186,0.0,0.0
createObject,fence,3877.056,3572.256,405.384,120.0,1.213,0.0,0.0
createObject,fence,5516.88,2185.416,515.112,359.0,1.258,0.0,0.0
createObject,fence,7656.576,2124.456,530.352,180.0,1.179,0.0,0.0
createObject,fence,6598.92,2154.936,469.392,177.0,1.46,0.0,0.0
createObject,mossrock_dark,11049.0,11393.424,841.248,328.0,6.642,0.0,0.0
createObject,mossrock_dark,11091.672,11250.168,746.76,40.0,3.557,0.0,0.0
createObject,mossrock_dark,10521.696,11890.248,880.872,94.0,8.456,0.0,0.0
createObject,mossrock_dark,8363.712,12649.2,743.712,19.0,5.726,0.0,0.0
createObject,pinetree,8299.704,14002.512,307.848,260.0,0.818,0.0,0.0
createObject,pinetree,11186.16,13502.64,487.68,58.0,0.618,0.0,0.0
createObject,pinetree,9707.880000000001,12816.84,801.624,220.0,0.34,0.0,0.0
createObject,fence,4620.353472,1682.8587120000002,280.76652,64.0,1.291,0.0,0.0
createObject,waterfallrapids,11234.928,14977.872,-316.992,269.0,1.2,0.0,0.0
createObject,waterfallrapids,10890.504,14968.728000000001,-316.992,247.0,0.58,0.0,0.0
createObject,fence,12118.848,14526.768,-42.672,236.0,1.8,0.0,0.0
createObject,fence,13115.544,13213.08,-204.216,263.0,1.231,0.0,0.0
createObject,fence,13520.928,14182.344000000001,-103.632,54.0,1.372,0.0,0.0
createObject,mossrock_dark,11618.976,13749.528,-36.576,43.0,7.302,0.0,0.0
createObject,mossrock_dark,12530.328,12301.728000000001,777.24,62.0,6.322,0.0,0.0
createReference,gold_mine,14575.536,5285.232,-18.288,295.0,0.813,0.0,0.0
createReference,redstone_mine,3938.016,10165.08,-54.864000000000004,3.0,0.783,0.0,0.0
createReference,gold_mine,4736.592,15011.4,-45.72,17.0,1.175,0.0,0.0
createObject,waterfallsplitstream,1496.568,6092.952,758.952,260.0,0.635,0.0,0.0
createObject,mossrock_dark,1524.0,6263.64,899.16,339.0,2.178,0.0,0.0
createObject,mossrock_dark,1322.832,6028.944,1039.368,199.0,2.157,0.0,0.0
createObject,mossrock_dark,1676.4,6489.192,880.872,224.0,4.705,0.0,0.0
createObject,mossrock_dark,1850.136,5806.4400000000005,201.168,141.0,2.398,0.0,0.0
createObject,fence,9659.112000000001,12039.6,826.008,179.0,1.081,0.0,0.0
createObject,fence,8747.76,12054.84,841.248,0.0,1.04,0.0,0.0
createObject,fence,6903.72,14883.384,21.336,311.0,0.891,0.0,0.0
createObject,fence,7574.28,14484.096,-9.144,166.0,0.989,0.0,0.0
createObject,fence,2005.584,12451.08,-88.392,139.0,0.565,0.0,0.0
createObject,fence,2212.848,12063.984,-85.344,101.0,0.547,0.0,0.0
createObject,fence,2209.8,11634.216,-79.248,254.0,0.54,0.0,0.0
createObject,fence,1929.384,11268.456,-94.488,216.0,0.631,0.0,0.0
createObject,fence,11042.904,1527.048,36.576,308.0,0.669,0.0,0.0
createObject,fence,10704.576000000001,1886.712,51.816,320.0,0.576,0.0,0.0
createObject,fence,10293.096,2100.072,39.624,165.0,0.629,0.0,0.0
createObject,fence,9777.984,2139.696,33.528,185.0,0.621,0.0,0.0
createObject,fence,9259.824,2093.976,24.384,184.0,0.649,0.0,0.0
createObject,fence,14657.832,6132.576,-30.48,294.0,0.535,0.0,0.0
createObject,fence,14913.864,5760.72,-27.432000000000002,136.0,0.519,0.0,0.0
createObject,fence,15831.312,5349.24,-60.96,185.0,0.623,0.0,0.0
createObject,fence,14545.056,6522.72,-18.288,97.0,0.493,0.0,0.0
createObject,waterfallrapids,9564.624,11012.424,12.192,166.0,1.287,0.0,0.0
createObject,waterfallrapids,9125.712,10216.896,24.384,116.0,1.005,0.0,0.0
createObject,waterfallrapids,9912.096,10113.264000000001,21.336,205.0,1.13,0.0,0.0
createObject,hawaiintree,10518.648000000001,9683.496000000001,67.056,137.0,0.46,0.0,0.0
createObject,rock_1,10814.304,10399.776,91.44,51.0,2.004,0.0,0.0
createObject,hawaiintree,8610.6,10088.880000000001,21.336,50.0,0.694,0.0,0.0
createObject,fence,14566.392,6967.728,-24.384,258.0,0.541,0.0,0.0
createObject,fence,15279.624,5501.64,-51.816,330.0,0.635,0.0,0.0
createObject,fence,16306.800000000001,5398.008,-42.672,189.0,0.546,0.0,0.0
createObject,rock_1,14685.264000000001,7217.664,-24.384,153.0,1.3,0.0,0.0
createObject,rock_1,16715.232,5437.6320000000005,-73.152,176.0,2.124,0.0,0.0
createObject,rock_1,11280.648000000001,1231.392,67.056,154.0,1.181,0.0,0.0
createObject,rock_1,8747.76,2033.016,118.872,326.0,2.237,0.0,0.0
createObject,rock_1,8330.184,2179.32,411.48,287.0,2.483,0.0,0.0
createObject,rock_1,4989.576,2042.16,384.048,279.0,2.795,0.0,0.0
createObject,rock_1,8284.464,14331.696,121.92,158.0,3.181,0.0,0.0
createObject,rock_1,8766.048,13859.256,707.136,37.0,2.937,0.0,0.0
createObject,rock_1,6675.12,15307.056,54.864000000000004,287.0,2.563,0.0,0.0
createObject,oak_tree,326.136,11161.776,1301.496,356.0,0.552,0.0,0.0
createObject,fence,1453.896,11015.472,-91.44,20.0,0.653,0.0,0.0
createObject,fence,1014.984,10869.168,-36.576,18.0,0.475,0.0,0.0
createObject,fence,1645.92,12640.056,-51.816,166.0,0.441,0.0,0.0
createObject,rock_1,1228.344,12719.304,-9.144,334.0,2.407,0.0,0.0
createObject,oak_tree,941.832,10777.728000000001,-48.768,313.0,0.913,0.0,0.0
createObject,waterfallsplitstream,320.04,11521.44,911.352,280.0,0.66,0.0,0.0
createObject,rockambientbirdsound,9403.08,9686.544,24.384,109.0,1.411,0.0,0.0
createObject,waterfallsteam,9753.6,11341.608,128.016,171.0,0.33,0.0,0.0
createReference,npc_monkit,3014.472,11049.0,-30.48,158.0,1.0,0.0,0.0
createReference,npc_monkit,3121.152,11472.672,-67.056,293.0,1.0,0.0,0.0
createReference,npc_monkit,2795.016,11195.304,-48.768,287.0,1.0,0.0,0.0
createReference,npc_monkit,3294.888,11128.248,-45.72,279.0,1.0,0.0,0.0
createReference,npc_monkit,14081.76,5635.752,33.528,52.0,1.0,0.0,0.0
createReference,npc_monkit,14380.464,6004.56,36.576,143.0,1.0,0.0,0.0
createReference,npc_monkit,13965.936,5943.6,67.056,313.0,1.0,0.0,0.0
createReference,npc_monkit,14093.952,6367.272,73.152,132.0,1.0,0.0,0.0
createObject,riverleftarc,9015.984,1310.64,-201.168,101.0,1.0,0.0,0.0
createObject,mossrock_dark,3215.64,5477.256,362.59008,234.0,6.525,0.0,0.0
createObject,waterfallsound,9653.016,11326.368,-140.208,180.0,0.26,0.0,0.0
createObject,mossrock,2322.576,6480.048,801.624,249.0,2.261,0.0,0.0
createObject,blocker_square,4613.416224,1672.2364320000001,183.10860000000002,244.0,1.15,0.0,0.0
createObject,blocker_square,4424.821224,959.217792,633.804168,115.0,1.0,0.0,0.0
createObject,blocker_square,1220.803248,10953.576264000001,-120.97816800000001,20.0,1.0,0.0,0.0
createObject,blocker_square,1899.7239120000002,11280.391968,80.15020799999999,36.0,0.59,0.0,0.0
